Video Link,Title,Description,Content Provider,Language
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_ac274f29_3519_4d9c_97f2_ef8b6fd1eda2_blowin_in_the_wind_03_research_2?e=17|*|||,SciGirls | Blowin' in the Wind 03: Research 2,"Before setting up their own mini wind farm the girls need to figure out how a working wind farm works to collect wind and turn it into useable energy. The SciGirls visit two wind farms, one that is under construction and one that is fully functional to learn from their mentor how all the pieces of a ...Show More ",PBS LearningMedia,English | Spanish  2013-10-09
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_ad4b2087_8771_4d69_b010_072dad8c19eb_where_should_the_brook_trout_be_planted_l_meecs_water_quality_video_lesson_8?e=18|*|||,Where Should the Brook Trout Be Planted l MEECS Water Quality: Video Lesson 8,"Students are introduced to the physical, chemical, and biological characteristics of an ecologically healthy stream and to the procedures used by scientists and aquatic biologists for assessing the health of a stream. Students then compare four Michigan streams and select the best for planting young ...Show More ",PBS LearningMedia,English  2016-04-01
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_adam_savage_kqed_adam_savage_of_myth_busters_on_why_science_matters_above_the_noise?e=19|*|||,Adam Savage of Myth Busters on Why Science Matters | Above the Noise,"In a special episode of Above the Noise, host Shirin Ghaffary asked the host of the popular TV show MythBusters, Adam Savage, about why he participated in the March for Science in San Francisco on April 22. Savage is a passionate advocate for science. He says that much of the current opposition to science ...Show More ",PBS LearningMedia,English  2017-06-30
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_aerospace_engineer_a_z_career_lab_aerospace_engineer?e=0|*|||,Aerospace Engineer,"Fly into high-tech career exploration as you learn about careers with satellites, airplanes and flying cars of the future! See the Lab Squad kids’ report for this career in Support Materials +",PBS LearningMedia,English  2018-01-09
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_af1eed0b_b6ae_407a_a4b1_4448c4c6f4f1_out_of_the_air_into_the_soil_land_practices_that_reduce_atmospheric_carbon_levels_reducing_our_carbon_footprint_with_biomass_fuels?e=1|*|||,Out of the Air - Into the Soil: Land Practices That Reduce Atmospheric Carbon Levels - Reducing Our Carbon Footprint with Biomass Fuels,A biomass power plant in northern California helps manage carbon.,PBS LearningMedia,English  2014-07-30
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_af897a3a_4cab_4134_9830_40bc4cf0c55e_insulation_station_03_mentor_moment?e=2|*|||,SciGirls | Insulation Station 03: Mentor Moment,"In this SciGirls segment, a group of girls team up with Shengyin Xu, a female architectural engineer and sustainability specialist, to learn about solar energy and insulation. This video emphasizes the importance of mentoring for young girls and women in STEM fields.",PBS LearningMedia,Spanish | English  2013-10-17
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_all_about_patents_video_stem_in_30?e=3|*|||,Building a Better Mousetrap and Inventing the Airplane: All About Patents | STEM in 30,"Have you ever had a really great science fair project? Have you invented something? Have you had an idea that would be a great help to you or someone else? If so, you need to learn about patents. Patents help protect unique ideas, like the mousetrap. On this episode of STEM in 30, learn about patents, ...Show More ",PBS LearningMedia,English  2020-04-23
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_amex31ctm_soc_nasapioneer_poppy_northcutt_nasa_pioneer?e=4|*|||,"Poppy Northcutt, NASA Pioneer | Chasing the Moon","Learn how Poppy Northcutt overcame sexism and a “boys’ club” atmosphere to become the first female engineer in NASA’s mission control in the 1960s—a situation she describes as a “complete peculiarity” at the time—in this video adapted from Chasing the Moon: AMERICAN EXPERIENCE. Northcutt, a feminist, ...Show More ",PBS LearningMedia,English  2019-06-21
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_amex31ctm_soc_sputnikspacerace_sputniks_launch_begins_the_space_race?e=5|*|||,Sputnik’s Launch Begins the Space Race | Chasing the Moon,"Learn why the launch of the Sputnik satellite in 1957 sent shock waves through the United States and kicked off the United States–Soviet Union “space race” rivalry in this video adapted from Chasing the Moon: AMERICAN EXPERIENCE. As the public expressed its surprise over Sputnik, politicians and the ...Show More ",PBS LearningMedia,English  2019-06-21
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dscream_ice_cream_pete_gosselin?e=6|*|||,Ice Cream - Pete Gosselin,"Working with the innovative ice cream recipes of Ben & Jerry's food scientists, mechanical engineer Pete Gosselin creates specialized machinery to produce the perfect balance of Chunky and Monkey. Learn more about what engineering is in this video from Design Squad Nation.",PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dskaypart_what_is_a_kayak?e=7|*|||,What is a Kayak?,See how the components of a kayak work together to make a strong watercraft. Learn more about the design process in this animation of a real world application from Design Squad Nation.,PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dsnerf_nerf_toys_amanda_bligh?e=8|*|||,NERF Toys - Amanda Bligh,Amanda Bligh demonstrates how mechanical engineering can be playing when you're designing toys. Learn more about what engineering is in this video including a description of her experience trying to improve NERF blasters from Design Squad Nation.,PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvscandead_scanning_the_dead?e=9|*|||,NOVA | Scanning the Dead: Forensics on Trial,"Watch Dr. Anders Persson and his team conduct a virtual autopsy to uncover information about this individual 's death. In this video from NOVA, Forensics on Trial, you will see how virtual autopsies paint remarkably informative pictures of the structures and organs of the human body, without having to ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b2fdbb37_278f_4a5d_819b_664b0455cffa_mother_natures_shoes_05_share_and_test_prototypes?e=10|*|||,SciGirls | Mother Nature's Shoes 05: Share and Test Prototypes,This SciGirls video highlights the difficulties in testing prototypes and involving the public in testing. Failure is something that happens as part of the engineering design process. The SciGirls experience this firsthand when testing their first non-slip prototypes with friends and family. The girls ...Show More ,PBS LearningMedia,English | Spanish  2013-10-15
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b373c10f_ddae_42b0_93fc_ca5ed821f38a_whats_next_for_nuclear?e=11|*|||,What's Next for Nuclear?,"Can nuclear power be produced safely and affordably? In this video from QUEST produced by KQED, meet a scientist at the University of California, Berkeley, who is working to do just that. This video is available in both English and Spanish audio, along with corresponding closed captions.",PBS LearningMedia,Spanish | English  2013-12-10
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b403edb8_8d4d_4d07_9c19_0ac840d6446b_managing_carbon_dioxide_the_geologic_solution_the_phases_of_oil_recovery_so_far?e=12|*|||,Managing Carbon Dioxide: The Geologic Solution - The Phases of Oil Recovery So Far,"Primary, secondary, and tertiary oil recovery are described and illustrated (Using pressure, water, and CO2)",PBS LearningMedia,English  2014-07-14
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b4d40059_613a_4516_a994_ac52f6bba6a7_multitasking_mania_04_share?e=13|*|||,SciGirls | Multitasking Mania 04: Share,After completing their multitasking experiment the girls review the data they collected to determine if their peers can multitask while doing a homework-like task. The results are pretty clear from the their investigation and the girls are excited to share them with their mentor.,PBS LearningMedia,Spanish | English  2013-10-17
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b52625e5_bbac_4749_9e7c_9fd1d918ffb1_blowin_in_the_wind_06_problem_solve?e=14|*|||,SciGirls | Blowin' in the Wind 06: Problem Solve,"Problem solving and critical thinking are essential STEM skills that are exemplified as the girls complete the building of their mini wind farm. After hooking all their wind turbines together and connecting them to the water pumps, they don't work. Time for some problem solving!",PBS LearningMedia,English | Spanish  2013-10-09
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b682894d_7c73_4339_b2ce_3a8c4ebcab94_b682894d_7c73_4339_b2ce_3a8c4ebcab94?e=15|*|||,Scientist Profile: Renewable Energy Scientist,"This DragonflyTV segment introduces renewable energy engineer Sandra Begay-Campbell, who works to bring alternative energy to remote parts of the Navajo Nation. A Navajo herself, Begay-Campbell works with the U.S. Department of Energy and the Navajo Nation to find energy solutions. Also available in ...Show More ",PBS LearningMedia,English | Spanish  2011-01-19
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b797498d_fc95_489a_9997_1b020b30f3d5_brownfields_and_greenfields_l_meecs_land_use_video_lesson_ten?e=16|*|||,Brownfields and Greenfields l MEECS Land Use: Video Lesson 10,"Students examine photographs of brownfields and greenfields, and residential and commercial land uses with accompanying captions. They also identify where brownfields and greenfields might be located in Michigan. (This video lesson highlights activities 1 and 2 from extension lesson 8 of the MEECS Land ...Show More ",PBS LearningMedia,English  2016-06-24
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b96b6897_c650_418f_b63e_c2e7f2ac7490_workin_it_out_01_identify_the_problem?e=17|*|||,SciGirls | Workin' It Out 01: Identify the Problem,"What are the best kinds of activities to keep us fit, healthy, and strong? In this video the SciGirls are given a challenge by a local professor to help her determine how to increase physical activity in girls.",PBS LearningMedia,English | Spanish  2013-10-17
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b9889710_8c4b_4067_8595_098d7de11629_meecs_energy_resources_l_energy_mix_video_lesson_5?e=18|*|||,MEECS Energy Resources l Energy Mix: Video Lesson 5,Students investigate different energy resources used to generate electricity in Michigan through exploration of a Michigan map and the EIA website. (This video lesson highlights activities 6 and 7 (option A) from lesson 3 of the MEECS Energy Resources Unit.),PBS LearningMedia,English  2016-11-28
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_baf63183_4d4e_4afe_b735_72ec3b058bbd_vicki_chavez?e=19|*|||,"Vicki Chavez, Chemical Engineer","Vicki Chavez is a Chemical Engineer at Sandia National Laboratories. She answers the question ""Why did you become a scientist?""",PBS LearningMedia,English  2013-12-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_bb09_res_vid_cooling_three_mile_island_cooling_towers?e=0|*|||,Three Mile Island Cooling Towers,"In this Building Block video from Frontline: Nuclear Reaction, the four cooling towers at the Three Mile Island nuclear power plant dot the horizon at sunrise. Smoke billows from the two towers on the left. The Susquehanna River lies in the foreground.",PBS LearningMedia,English  2009-10-23
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_bb7364dd_67b7_4f88_bc8c_e59eadd08caf_meecs_energy_resources_l_hydro_power_video_lesson_3?e=1|*|||,MEECS Energy Resources l Hydro Power: Video Lesson 3,"Students will identify how hydroelectric facilities use water pressure to work. They will make a makeshift dam using common household materials to help them understand how the water pressure is harnessed to turn a turbine. They will discuss how water pressure, the flow of the water, and distance using ...Show More ",PBS LearningMedia,English  2016-11-21
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_bbd73594_d1f1_4bff_bdfa_783bae3d6bff_blowin_in_the_wind_04_data_collection?e=2|*|||,SciGirls | Blowin' in the Wind 04: Data Collection,It's time for the SciGirls to collect data. They need to figure out where to put their mini wind farm so they collect data on wind speed from two different locations before choosing the best spot.,PBS LearningMedia,English | Spanish  2013-10-09
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_bd3dadeb_eea5_4049_9463_ef8fdd95b507_nature_in_the_balance_co2_sequestration_sequestration_potential_in_prairies?e=3|*|||,Nature in the Balance | CO2 Sequestration | Sequestration Potential in Prairies,Soil has great potential for trapping carbon dioxide. Details of capture and release into the atmosphere are presented.,PBS LearningMedia,English  2014-08-12
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_be7ca4da_5c94_4a72_90b3_77ce1a5a5eb5_out_of_the_air_into_the_soil_land_practices_that_reduce_atmospheric_carbon_levels_what_is_terrestrial_co2_sequestration?e=4|*|||,Out of the Air - Into the Soil: Land Practices That Reduce Atmospheric Carbon Levels - What is Terrestrial CO2 Sequestration?,Terrestrial sequestration is explained.,PBS LearningMedia,English  2014-07-28
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_bigdata_stem_babies_health_the_human_face_of_big_data_the_smallest_heartbeat?e=5|*|||,The Human Face of Big Data | The Smallest Heartbeat,"Twenty percent of all premature babies contract serious infections while in the hospital. By harnessing millions of heartbeat measurements from the ICU each day, Dr. Carolyn McGregor found she could detect a baby’s infection at least one day before it became symptomatic, giving physicians a potential ...Show More ",PBS LearningMedia,English  2016-05-06
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_bigdata_stem_flu_patterns_the_human_face_of_big_data_google_predicts_the_flu?e=6|*|||,The Human Face of Big Data | Google Predicts the Flu,"Until recently, the only way to detect a flu epidemic was by accumulating information submitted by doctors about patient visits. This process took about two weeks to reach the CDC - much too long to be effective. In an effort to improve speed, researchers flipped the process and tried using big data. ...Show More ",PBS LearningMedia,English  2016-05-06
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_bigdata_stem_health_the_human_face_of_big_data_monitoring_health?e=7|*|||,The Human Face of Big Data | Monitoring Health,"We are living in the age of information. Everything related to our health is now data: how we feel, how we react to a drug, and even what our genetic code is. Individually, collecting this data from cheap and accessible sensors helps us to process and learn about our lifestyles and our health. Collectively, ...Show More ",PBS LearningMedia,English  2016-05-06
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_bigdata_stem_malaria_the_human_face_of_big_data_malaria_disaster?e=8|*|||,The Human Face of Big Data | Malaria Disaster,"There is an immense amount of data being collected about populations living in cycles of poverty, famine and war. This data gives governments and NGOs an opportunity to understand on-the-ground information from these places and change the way resources are applied. Organizations can then use those insights ...Show More ",PBS LearningMedia,English  2016-05-06
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_bigdata_stem_million_dollar_blocks_the_human_face_of_big_data_prison_geography?e=9|*|||,The Human Face of Big Data | Prison Geography,"They’re called “Million Dollar Blocks,” and they represent some of the priciest locations in cities around the United States—not for their real estate, but for the annual cost of incarcerating their residents. Rather than plotting where crimes were committed, as analysts had done for years, criminal ...Show More ",PBS LearningMedia,English  2016-05-06
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_bigdata_stem_numbers_everywhere_the_human_face_of_big_data_everything_is_quantifiable?e=10|*|||,The Human Face of Big Data | Everything is Quantifiable,"In recent years, technology has allowed us to store and process mass quantities of data. The visualization of such data allows us to see the functioning of complex systems previously invisible to us. Almost everything is measurable and quantifiable, and the more information we can collect and process ...Show More ",PBS LearningMedia,English  2016-05-06
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_bigdata_stem_word_births_the_human_face_of_big_data_aquiring_language?e=11|*|||,The Human Face of Big Data | Acquiring Language,"By analyzing 8-9 million words of speech recorded over a two year period, Professor Deb Roy at the MIT Medialab was able to distinguish the exact moment that his son learned a new word. Taking that idea of a “word birth,” the study looked at the gestation period of a word. By tracking the use of a particular ...Show More ",PBS LearningMedia,English  2016-05-06
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_blood_aging_kqed_why_do_old_people_want_your_young_blood_above_the_noise?e=12|*|||,Why Do Old People Want Your Young Blood? | Above the Noise,"New anti-aging fads continually pop up all over the place, but the latest endeavor in the fight against aging is teen blood. A lot of the research around the benefits of young blood comes from parabiosis studies in rodents. Data from this research indicates that in some cases there are anti-aging benefits. ...Show More ",PBS LearningMedia,English  2017-08-10
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_c14fcc32_752e_43ab_8ebf_4b23833412ab_biomass_power_explore_more_the_future_of_energy?e=13|*|||,The Future of Energy - Biomass Power,"Everything from crops left in the field to weedy trees, from animal waste to humans’ garbage, can be recycled and transformed into usable energy. Biomass is a very broad term covering a wide variety of materials that can be used as energy resources. Since the sun’s energy is absorbed by all living things; ...Show More ",PBS LearningMedia,English  2014-12-26
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_c1b78865_7df9_444c_81e0_73b2a3bed5bf_nc_science_now_power_to_the_pedal?e=14|*|||,Power to the Pedal,"Students learn how entrepreneurs in Asheville take green vehicles to a new level, utilizing mechanical engineering and electronics to create an electric assist recumbent vehicle. Watch how energy from pedaling is converted into electricity for a power assist.",PBS LearningMedia,English  2014-12-11
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_c1dc9193_9f9d_4144_98fd_a3e933a0f707_water_the_lifeblood_alternative_energies?e=15|*|||,Water: The Lifeblood | Alternative Energies,"With the concern surrounding our renewable resources, are alternative energies sources using less water in their production?",PBS LearningMedia,English  2016-05-24
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_c31ae664_a760_4538_8376_4aee7097e5bf_drilling_a_high_stakes_game?e=16|*|||,Drilling: A High Stakes Game,"Who decides where an oil or gas well is drilled? There are many players involved. In this video, we look at all the stakeholders in the process and address how decisions are made about drilling in and around communities. Don’t miss the excellent lesson plan that pairs with this video, Boomtown Game (Grades ...Show More ",PBS LearningMedia,English  2018-01-15
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_c3802748_3e31_4e0a_b903_58ac21c92190_meecs_climate_change_l_going_outdoors_with_phenology_video_lesson_6?e=17|*|||,MEECS Climate Change l Going Outdoors with Phenology: Video Lesson 6,Students go outdoors with phenology! Students collect phenological data throughout the school year and document their observations on a phenology wheel. (This video lesson highlights Extension activity 1 of lesson 9 of the MEECS Climate Change Unit.),PBS LearningMedia,English  2016-08-15
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_c4325f5b_650b_45d1_b7fb_7ba22ab3fcdb_sandra_begay_campbell?e=18|*|||,"Sandra Begay-Campbell, Tribal Energy Specialist","Sandra Begay-Campbell is Tribal Energy Program Head at Sandia National Laboratories. She answers the question ""Why did you become a scientist?""",PBS LearningMedia,English  2013-12-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_c570ac12_fa8a_4963_88d2_eb78852741f6_andrea_dorado_why_did_you_become_a_scientist?e=19|*|||,"Andrea Dorado, Materials Scientist","Andrea Dorado, Material Science Engineer Sandia National Labs, describes what led her to a career in scientific engineering in this interview for Why Did You Become a Scientist?",PBS LearningMedia,English  2014-10-24
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_c7422950_823a_402e_afb9_8fa27f2b6132_managing_carbon_dioxide_the_geologic_solution_more_oil_from_west_texas?e=0|*|||,Managing Carbon Dioxide: The Geologic Solution - More Oil From West Texas,"A brief history of oil production in West Texas. Using pressure, water, and geologic CO2 to get more oil out of the ground. Primary, secondary, and tertiary oil recovery are described and illustrated.",PBS LearningMedia,English  2014-07-14
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_c7596691_b4e3_4db8_9e1b_e4391e2b6102_meecs_climate_change_l_the_carbon_cycle_in_michigan_video_lesson_5?e=1|*|||,MEECS Climate Change l The Carbon Cycle in Michigan: Video Lesson 5,"Students examine the carbon cycle, and identify sources and sinks within the environment. Students then go outdoors for a carbon hike. (This video lesson highlights activity 3 and Enhancement activity 4 from lesson 4 of the MEECS Climate Change Unit.)",PBS LearningMedia,English  2016-08-15
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_c7ab68b7_0f23_4888_952d_127ec9b71c17_top_4_tips_to_spot_bad_science_reporting_above_the_noise?e=2|*|||,Top 4 Tips To Spot Bad Science Reporting | Above the Noise,"In an era of sensationalized news and “alternative facts” it can be hard to figure out what to believe or not. And this is especially true when it comes to science and health news. Crazy claims and sketchy science reporting dilutes the public’s understanding of science, which can have some big consequences, ...Show More ",PBS LearningMedia,English  2017-03-10
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_carbon_tax_to_slow_climate_change_carbon_tax_to_slow_climate_change?e=3|*|||,Is a Carbon Tax the Best Way to Slow Climate Change? | Above the Noise,"The UN’s latest report shows that climate change is happening a lot faster than scientists originally predicted. As a result, there’s a renewed interest in carbon taxes as a way to slow the effects of climate change. The problem is, it’s not always a popular solution as opponents argue it would unfairy ...Show More ",PBS LearningMedia,English  2018-12-12
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_cbcc1fc8_66ce_4bf7_b7f2_b0311dd35165_meecs_climate_change_l_mixed_pine_ecosystems_of_michigan_video_lesson_7?e=4|*|||,MEECS Climate Change l Mixed Pine Ecosystems of Michigan: Video Lesson 7,"Through an interactive examination of a case study, students answer the essential question: How do species adapt to climate change? (This video lesson highlights Extension activity 2 from lesson 10 of the MEECS Climate Change Unit.)",PBS LearningMedia,English  2016-08-15
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_cc43c79e_326e_4cd8_b29c_03ee625d38c2_nature_in_the_balance_co2_sequestration_geologic_co2_sequestration?e=5|*|||,Nature in the Balance | CO2 Sequestration | Geologic CO2 Sequestration,Learn how geologic CO2 sequestration works.,PBS LearningMedia,English  2014-08-19
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_cded3bd2_5aae_46a8_a8e0_a8906fb64611_water_the_lifeblood_collaboration_between_cities_and_industry_to_share_water?e=6|*|||,Water: The Lifeblood | Collaboration Between Cities and Industry to Share Water,"Once the water is used by a city, the water must be treated before it goes back into the river because that water will move downstream to another city. The city of Mankato, Minnesota partnered with Calpine (an electric utility) to meet local environmental and energy needs.",PBS LearningMedia,English  2016-05-23
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_ce01eea4_305c_47e6_a08b_b84f2f443db8_nature_in_the_balance_co2_sequestration_terrestrial_co2?e=7|*|||,Nature in the Balance | CO2 Sequestration | Terrestrial CO2,Watch the process of terrestrial sequestration and its components.,PBS LearningMedia,English  2014-08-12
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_cf0c4236_611f_46d5_9a68_2a14534786a8_super_sleuths_06_shoeprint_analysis?e=8|*|||,SciGirls | Super Sleuths 06: Shoeprint Analysis,This SciGirls video shows the girls using their powers of observation to figure whose shoes left shoeprints at the crime scene. The SciGirls learn how to make comparisons between shoe prints found at a crime scene and suspects shoes. They make prints and then copy them onto transparencies so that they ...Show More ,PBS LearningMedia,English | Spanish  2013-10-21
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_cf84379d_a64a_4360_a4ed_6e206091a95b_puppet_power_03_mentor_moment?e=9|*|||,SciGirls | Puppet Power 03: Mentor Moment,Mentors serve an important role in introducing girls to different careers and showing them what's it's actually like to work in one. The SciGirls work with their role model to do some prototyping and use her expertise to help them refine their ideas.,PBS LearningMedia,Spanish | English  2013-10-07
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_cfa1177a_6905_4a4c_9c2b_5b1df96f319c_meecs_eco_bio_video_lesson_4_food_webs_and_food_chains?e=10|*|||,Food Webs and Food Chains l MEECS Eco Bio Video Lesson 4,Students work in small groups to identify and label food chains and food webs on the Michigan DNR Non-Game Wildlife posters. Students then connect food chains to develop the concept of food webs. Students answer the essential question: How do living things obtain the energy they need to live? (This video ...Show More ,PBS LearningMedia,English  2016-02-09
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_cff687e6_5aba_4b21_bf2c_3050fd749c6b_cff687e6_5aba_4b21_bf2c_3050fd749c6b?e=11|*|||,DragonflyTV | Canine Intelligence,"Eleven-year-olds Laura and Anna test their dogs to see which one is a better problem solver. After researching dog intelligence at their Minneapolis library, the girls devise four problem-based tests and time how long it takes for their pets to solve them. Laura and Anna chart the dogs' scores, and learn ...Show More ",PBS LearningMedia,English  2011-03-23
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_conspiracy_theories_kqed_can_you_win_an_argument_with_a_conspiracy_theorist_above_the_noise?e=12|*|||,Can You Win an Argument with a Conspiracy Theorist? | Above the Noise,"A conspiracy theory is a belief that an organization is working in secret to achieve some sinister goal. These theories are nothing new, but with the internet and the rise of social media, conspiracy theories are getting in front of a lot of eyeballs. Have you ever sat down and tried to argue with someone ...Show More ",PBS LearningMedia,English  2018-05-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_crime_statistics_kqed_why_cant_anyone_agree_on_the_crime_rate_above_the_noise?e=13|*|||,Why Can't Anyone Agree on the Crime Rate? | Above the Noise,"The news media is chock-full of contradictory stories about crime in the United States. Are murders on the rise, or at remarkable lows? A skim of the headlines might not give you a clear answer. So why is there room for disagreement about what should be a very basic statistic? The answer isn’t really ...Show More ",PBS LearningMedia,English  2017-07-19
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_d12e808e_d39d_4572_8364_7f06469b3660_hip_hop_mix?e=14|*|||,DragonflyTV | Hip Hop Mix,"Kyla and Jenna explore how bpm (beats per minute) affects the ability of hip-hop dancers to bust a move. The kids work with a DJ to mix the hip-hop tracks, and find that the dancers prefer ""X"" amount of beats per minute. They learn that accommodating their moves to particular tracks makes for better ...Show More ",PBS LearningMedia,English  2011-03-23
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_d5be1ebd_a2a4_4194_9443_e7eef1276ad0_wind_power_explore_more_the_future_of_energy?e=15|*|||,The Future of Energy - Wind Power,"One of the most important alternative energy resources can’t be seen or touched, but its power is obvious to anyone who’s ever weathered a hurricane, a tornado, or even a strong storm: wind. At its worst, wind can wreak havoc, destroying everything in its path. At its best, it’s a source of clean, efficient, ...Show More ",PBS LearningMedia,English  2014-12-26
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_d678a72f_0ebe_4612_97ea_38661bf6a6d0_why_fracking_and_why_now?e=16|*|||,"Why Fracking, and Why Now?","What is hydraulic fracturing, why has it become such a dominant technology for the oil and gas industry, and why is it so controversial? This video explores how economics, technology, and geology all play a role in the fracking boom, using pastries as an analogy. Accompanying lesson plans: Make a Fracking ...Show More ",PBS LearningMedia,English  2018-01-15
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_d6c65afb_6b32_4316_92a4_7a1e2256868f_meecs_video_lesson_2_ecobio_is_that_really_an_ecosystem?e=17|*|||,Is That Really An Ecosystem? l MEECS Eco Bio Video Lesson 2,"Students are introduced to the levels of environmental organization (biosphere, biome, ecosystem, community, population, and organism). Students answer the essential questions: What is an ecosystem and what types of ecosystems do we have in Michigan? What larger ecosystem is Michigan a part of? (This ...Show More ",PBS LearningMedia,English  2016-02-08
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_d828d9c9_91c6_4b51_8919_78d64d9e81d5_cleanup_continues_at_japan_power_plant_five_years_after_tsunami_pbs_newshour?e=18|*|||,Cleanup Continues at Japan Power Plant Five Years After Tsunami | PBS NewsHour,"See what progress has been made at Fukushima five years after the tsunami with this video and educational resources from PBS NewsHour from March 11, 2016.",PBS LearningMedia,English  2016-03-15
