Video Link,Title,Description,Content Provider,Language
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dskaypart_what_is_a_kayak?e=9|*|||,What is a Kayak?,See how the components of a kayak work together to make a strong watercraft. Learn more about the design process in this animation of a real world application from Design Squad Nation.,PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dslaser_how_does_a_laser_cutter_work?e=10|*|||,How Does a Laser Cutter Work?,See how a laser cutter can be used to create intricate folding patterns in paper. Learn more about the properties of objects and materials in this animation from Design Squad Nation.,PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dslever_how_deos_a_lever_work?e=11|*|||,How Does A Lever Work?,"See the relationship between force and distance in a lever, with this animation from Design Squad Nation.",PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dsmortise_what_is_a_mortise_and_a_tenon?e=12|*|||,What Is a Mortise and a Tenon?,See how to form a solid joint by fitting a tab-shaped tenon into a pocket (called a mortise). Learn more about construction technologies in this animation from Design Squad Nation.,PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dsmouth_what_is_a_bird_mouth_joint?e=13|*|||,What Is a Bird-Mouth Joint?,See how to form a strong joint between two pipes by notching one pipe so it carries the bulk of the stress. Learn more about construction technologies in this animation from Design Squad Nation.,PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dsnerf_nerf_toys_amanda_bligh?e=14|*|||,NERF Toys - Amanda Bligh,Amanda Bligh demonstrates how mechanical engineering can be playing when you're designing toys. Learn more about what engineering is in this video including a description of her experience trying to improve NERF blasters from Design Squad Nation.,PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dspipe_how_does_pipe_length_affect_pitch?e=15|*|||,How Does Pipe Length Affect Pitch?,"See how sound is produced in a pipe (e.g., an organ pipe) and how the pipe's length affects pitch. Learn more in this animation from Design Squad Nation.",PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dspiston_how_does_a_pneumatic_piston_work?e=16|*|||,How Does a Pneumatic Piston Work?,See how compressed air can be used to move a piston rod back and forth in this animation from Design Squad Nation.,PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dsplate_what_is_friction?e=17|*|||,What Is Friction?,"See how a drag plate on a dogsled uses friction to slow or stop a sled, in this animation from Design Squad Nation.",PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dspoten_how_can_potential_energy_be_used_to_do_work?e=18|*|||,How Can Potential Energy Be Used to Do Work?,"See how raising an object against gravity increases its stored (i.e., potential) energy and how the stored energy can be converted into motion (i.e., kinetic) energy to do work. Learn more in this animation from Design Squad Nation.",PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dsremote_how_does_a_remote_controll_work?e=19|*|||,How Does a Remote Control Work?,"See how a transmitter sends radio waves to a receiver, which turns them into electrical signals used to operate and control devices. Learn more in this animation from Design Squad Nation.",PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dssail_what_are_the_parts_of_a_sailboat?e=0|*|||,What Are the Parts of a Sailboat?,See how the different parts of a sailboat work together to move and steer the boat. Learn more about forces between objects in this animation of a real world application from Design Squad Nation.,PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dsshrink_why_does_shrinkwrap_shrink?e=1|*|||,Why Does Shrinkwrap Shrink?,See how manufacturers heat and stretch the polymers that make up a sheet of shrinkwrap. Learn more about the properties of matter from Design Squad Nation.,PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dssolenoid_how_does_a_solenaid_work?e=2|*|||,How Does A Solenoid Work?,See how a solenoid operates in this animation from Design Squad Nation.,PBS LearningMedia,English  2014-07-07
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dssonar_submarine_sonar_lt_darrin_barber?e=3|*|||,Submarine Sonar - Lt. Darrin Barber,"Electrical engineer Lt. Darrin Barber plumbs the depths of sonar technology in his work on one of the US Navy's newest and most high-tech submarines, the USS Texas. Learn more in this video from Design Squad Nation.",PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dsspien_spinal_implants_naphysah_duncan?e=4|*|||,Spinal Implants - Naphysah Duncan,"Naphysah Duncan is a biomedical engineer and former rhythmic gymnast. Naphysah and her team design parts for spinal implants, which will enable people with injured or deformed spines to move more freely and naturally. Naphysa is passionate about her career because she is helping people to live healthy ...Show More ",PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dssteer_how_is_force_used_to_steer_a_boat?e=5|*|||,How Is Force Used to Steer a Boat?,"See two steering systems, a rudder and a set of fans, and watch how each one utilizes force to turn a boat. Learn more with this animation from Design Squad Nation.",PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dsstring_how_do_string_length_tension_and_gauge_affect_pitch?e=6|*|||,"How Do String Length, Tension, and Gauge Affect Pitch?","See how the frequency at which a string vibrates is affected by the string's length, tension, and gauge. Learn more in this animation from Design Squad Nation.",PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dstest_design_process_testing_axis_of_rotation?e=7|*|||,Design Process: Testing Axis of Rotation,"The Purple Team's blimp is held at just one point making it easy for the blimp to spin. Watch as they discover the axis of rotation, in this video from Design Squad Nation.",PBS LearningMedia,English  2014-07-07
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dsthird_newtons_third_law?e=8|*|||,Newton's Third Law,Learn about Newton's third law of motion in this video from Design Squad Nation.,PBS LearningMedia,English  2014-07-07
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dstorque_how_are_force_and_torque_different?e=9|*|||,How Are Force and Torque Different?,"See that force is the push or pull used to move an object in a straight line, while torque is the amount of effort used to rotate an object. Learn more with this animation from Design Squad Nation.",PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dstorsion_how_do_torsion_spring_hinges_work?e=10|*|||,How Do Torsion-Spring Hinges Work?,"By mounting torsion springs on a hinge, the effort required to open or close the hinge is reduced. Learn more about construction technologies in this animation from Design Squad Nation.",PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dsweld_how_does_welding_work?e=11|*|||,How Does Welding Work?,See how welding uses intense heat to melt pieces of metal together. Learn more about construction technologies in this animation from Design Squad Nation.,PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_dswork_how_can_compressed_air_be_used_to_do_work?e=12|*|||,How Can Compressed Air Be Used to Do Work?,"When the pressurized gas is released into a less pressurized environment, it produces a force that can be used to do work. See how increasing the number of air molecules increases the pressure in this animation from Design Squad Nation.",PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvalansage_the_secret_life_of_alan_sage?e=13|*|||,The Secret Life of Scientists & Engineers | Alan Sage,"Vegetarian scientist and rapper Alan Sage studies plants for a living, keeping his professional philosophy consistent with his personal philosophy of not killing animals. In four videos from the NOVA scienceNOW series, The Secret Life of Scientists & Engineers, he explains that plants may have the capability ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvbitter_blocking_bitter_taste?e=14|*|||,NOVA scienceNOW | Blocking Bitter Taste,"Imagine never having to take bitter medicine again. In this video from NOVA scienceNOW, researchers explain that they are trying to figure out a way to trick your taste buds into not noticing bitterness in medicines and foods. They have been able to genetically engineer mice not to notice bitterness ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvbugborg_cockroach_cyborgs?e=15|*|||,Gross Science | Cockroach Cyborgs,"Learn how to turn a cockroach into a tiny controllable ""bugborg,"" in this episode of Gross Science from NOVA. Why would you want to? It turns out that these nasty pests could turn into life savers in the future. By inserting wires in the cockroaches' antennae and connecting the wires to a backpack containing ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvchblind_change_blindness?e=16|*|||,NOVA scienceNOW | Change Blindness,"Psychologists who study the fascinating phenomenon of change blindness know that merely looking at something is not the same as actively paying attention to it. As the demonstration in this video from NOVA scienceNOW shows, people can be blind to significant changes in a visual scene that are obvious ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvdolpread_dolphin_reading_test?e=17|*|||,NOVA | Dolphin Reading Test,"We know dolphins are smart, but can they read ? In this NOVA video animal trainer Teri Bolton, from the Roatan Institute for Marine Sciences in Honduras, has trained Cedana the dolphin to perform specific actions when seeing certain two-dimensional symbols. It appears that Cedana has learned to read, ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvdpscan_david_pogue_brain_scan?e=18|*|||,NOVA scienceNOW | David Pogue's Brain Scan,Anthropologist Dean Falk examines a scan of the left side of the brain of journalist and NOVA scienceNOW host David Pogue. She is able to make an interesting inference about his vision in this video from NOVA scienceNOW.,PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nveebbel_the_secret_life_of_erika_ebbel?e=19|*|||,The Secret Life of Scientists & Engineers | Erika Ebbel,"Meet biochemist Erika Ebbel in these videos from NOVA's ""The Secret Life of Scientists & Engineers."" Erika studies Huntington's disease, examining plasma, urine, cerebrospinal fluid for clues to a cure. Before becoming a scientist, she competed in beauty pageants to learn skills that are useful in everyday ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvelevmyth_surviving_an_elevator_plunge?e=0|*|||,NOVA Online | Surviving an Elevator Plunge,What do you think would happen to you if you were in an elevator plummeting downward at 30 mph? NOVA Producer Joe Seamans helps you use your powers of reasoning to deduce the answer to this question in this video from NOVA Online.,PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvevertes_the_secret_life_of_eva_vertes?e=1|*|||,The Secret Life of Scientists & Engineers | Eva Vertes,"Meet cancer researcher Eva Vertes in these videos from NOVA's ""The Secret Life of Scientists and Engineers."" Eva studies how cancer arises, moves through the body, and resists therapy. She explains that after she won an international science fair as a teenager, she wanted to do more research. To relax, ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvfenton_the_secret_life_of_andre_fenton?e=2|*|||,The Secret Life of Scientists & Engineers | André Fenton,"Meet neurobiologist André Fenton in these videos from NOVA's ""The Secret Life of Scientists & Engineers."" André explains how our perceptions influence our thoughts. He studies perception, how the brain stores experiences, and how people use those stored experiences to organize their thoughts. He frequently ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvfivedogs_five_dogs_with_crazy_resumes?e=3|*|||,NOVA | Five Dogs with Crazy Resumes,"There are many breeds of dogs, and each breed was developed to enhance or minimize certain physical or psychological features. In this video from NOVA, see how those features enable them to perform certain specific functions. While some still perform the jobs they were bred for, others have been enlisted ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvglaswall_walls_of_glass?e=4|*|||,NOVA Online | Walls of Glass,"Learn how glass—a material usually considered fragile, and dangerous if shattered—can be made into a strong, safe wall in this video from NOVA Online. Several treatment methods were used for the glass panes that make up the new One World Trade Center building. Heat tempering makes the glass tough enough ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvhippoc_hippocampus_humor?e=5|*|||,NOVA scienceNOW | Hippocampus Humor: Comic Science,"Learn about the hippocampus, a part of the brain that stores memories, in this video from the Comic Science series of NOVA scienceNOW. And learn a nerdy hippocampus joke, too!",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvinav_the_secret_life_of_ina_vandebroek?e=6|*|||,The Secret Life of Scientists & Engineers | Ina Vanderbroek,"Meet ethnobotanist Ina Vanderbroek in these videos from NOVA's ""The Secret Life of Scientists & Engineers."" Ina studies how people use medicinal plants for healing. She explains how she creates a guidebook of the plants to help doctors treat their patients better. The TV series Star Trek influenced her ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvjudonat_judo_with_nature?e=7|*|||,NOVA Online | Judo with Nature,"Find out how eco-engineers in the Netherlands are taking hints from nature to rein in flooding, in this video from NOVA Online. One idea is to plant trees in front of dikes to lower the height of approaching waves. They compare this type of approach to judo. They are using the forces of nature, rather ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvlabmeat_lab_meat?e=8|*|||,NOVA scienceNOW | Lab Meat?,"Would you eat meat that had been grown in a culture dish? Scientists at the University of Western Australia have developed cow muscle cells into clones of cow meat, which can be cooked and eaten like regular hamburger. This may satisfy both people who enjoy eating meat and people who are opposed to killing ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvlenzon_the_secret_life_of_len_zon?e=9|*|||,The Secret Life of Scientists & Engineers | Len Zon,"Meet cancer research Len Zon in these videos from the NOVA's ""The Secret Life of Scientists & Engineers."" Len studies zebra fish to better understand the biology of cancer tumors. The gene set of the zebra fish is similar to humans. The fish are transparent, revealing internal organs. Len is also a musician, ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvliftport_an_elevator_to_space?e=10|*|||,NOVA scienceNOW | An Elevator to Space?,"The entrepreneurs and engineers at LiftPort Group in Bremerton, Washington think space elevators aren't just a wild idea. Indeed, they've staked their corporation on the concept. In this video from NOVA scienceNOW, join Neil deGrasse Tyson for a hands-on look at LiftPort's efforts.",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvlsantos_the_secret_life_of_laurie_santos?e=11|*|||,The Secret Life of Scientists & Engineers | Laurie Santos,"Meet experimental psychologist Laurie Santos in these videos from NOVA's ""The Secret Life of Scientists and Engineers."" Laurie studies monkeys to learn how people think. She explains that monkeys provide a window into what humans would be like in the absence of human culture. She also likes to photograph ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvmagicaut_magic_and_autism?e=12|*|||,NOVA scienceNOW | Magic and Autism,"Tapping into social cues to trick their audience, magicians rely on a phenomenon called joint attention. Most audience members will pay attention to what a magician is looking at so a magician can direct their attention away by looking in the opposite direction. People on the autistic spectrum can have ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvmolliew_the_secret_life_of_mollie_woodworth?e=13|*|||,The Secret Life of Scientists & Engineers | Mollie Woodworth,"Meet neuroscientist Molly Woodworth in these videos from NOVA's ""The Secret Life of Scientists & Engineers."" Mollie hopes to someday direct brain stem cells to become neurons that cure neurological disease or injury. She explains her work with mouse brains and brain proteins. She also has a cheerleading ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvnatflood_natural_flood_protection?e=14|*|||,NOVA Online | Natural Flood Protection,"Landscape architect Kate Orff believes that cultivating the blue mussel and other native shellfish could be a solution to prevent flooding in New York City. See how she imagines a future where shellfish beds and small islands in the harbor guard the city from high water, in this video from NOVA Online.",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvneanbury_a_neanderthal_burial?e=15|*|||,NOVA | A Neanderthal Burial: Decoding Neanderthals,"In this video from the NOVA series, Decoding Neanderthals, scientist Michael Walker leads his team into a deep shaft, where they find the bones of Neanderthals. Based on the bodies' positions, he thinks that rather than dying in an accident, they probably were actually buried. Also, a panther's paws ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvneanglue_neanderthal_superglue?e=16|*|||,NOVA | Neanderthal Superglue: Decoding Neanderthals,"In this video from the NOVA series, Decoding Neanderthals, Wil Roebroeks and Friedrich Palmer try to replicate the Neanderthal technique of pitch extraction, a complex process called "" dry distillation."" Pitch was used by the Neanderthals to attach spearheads to throwing shafts. While the scientists ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvnwhyid_why_nova_covered_the_case?e=17|*|||,"NOVA | Why NOVA Covered the Case : ""Judgment Day: Intelligent Design on Trial.""","Paula Apsell, NOVA Senior Executive Producer, explains why NOVA covered a trial pitting evolution against intelligent design. In this video from the NOVA series, ""Judgment Day : Intelligent Design on Trial,: she explained that first, evolution is the foundation of the biological sciences. Second, the ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvopticflo_the_mysteries_of_optic_flow?e=18|*|||,NOVA | The Mysteries of Optic Flow,Watch how birds navigate in a series of experiments in this video from NOVA. They use a technique known as optic flow to determine distance and speed. This helps them keep a safe distance from other objects and land gracefully at their destination. Understanding optic flow may help us build better navigation ...Show More ,PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvowndna_extract_your_own_dna?e=19|*|||,NOVA | Extract Your Own DNA: DIY Science,"Try this simple procedure to extract your own DNA using common household products, explained in this video from NOVA's DIY Science.",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvrcollins_the_secret_life_of_rachel_collins?e=0|*|||,The Secret Life of Scientists & Engineers | Rachel Collins,"Meet microbiologist Rachel Collins in these videos from NOVA's ""The Secret Life of Scientists and Engineers."" Rachel studies the effectiveness of various antibiotics against different bacteria. As a child, she spent her weekends in a lab with her father who was a chemist. Now she spends her weekends ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvrichr_the_secret_life_of_rich_robinson?e=1|*|||,The Secret Life of Scientists & Engineers | Rich Robinson,"Meet nanoscientist Rich Robinson in these videos from NOVA's ""The Secret Life of Scientists & Engineers."" Rich works with particles 1/1,000th the width of a human hair. He describes his path to becoming a professor and studying the relationship between nanoparticles and heat. He is also a photographer ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvrobobee_robobees_to_the_rescue?e=2|*|||,NOVA Online | RoboBees to the Rescue,"As colony collapse disorder decimates beehives, scientists at Harvard University are developing mini drones, called RoboBees, to help pollinate our crops. Piezoelectric materials are used to convert electricity into motion to flap the wings, keeping the drones small and light and able to fly. Unfortunately, ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvscandead_scanning_the_dead?e=3|*|||,NOVA | Scanning the Dead: Forensics on Trial,"Watch Dr. Anders Persson and his team conduct a virtual autopsy to uncover information about this individual 's death. In this video from NOVA, Forensics on Trial, you will see how virtual autopsies paint remarkably informative pictures of the structures and organs of the human body, without having to ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvsiddall_the_secret_life_of_mark_siddall?e=4|*|||,The Secret Life of Scientists & Engineers | Mark Siddall,"Meet natural history museum curator Mark Siddall in these videos from NOVA's ""The Secret Life of Scientsist and Engineers."" Mark travels the world finding animals for study and his library of biodiversity. He tells us that a prized find was a leech that only lives in the rectums of hippos. Go figure. ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvsleepsur_sleepless_surgeons?e=5|*|||,NOVA scienceNOW | Sleepless Surgeons,"Neurologist Jeffrey Ellenbogen is studying how sleep affects the learning and performance of surgical skills. In this video from NOVA scienceNOW, he tries to teach Neil DeGrasse Tyson a new surgical skill. Presumably, if Neil gets enough sleep, he should get better at it. Surgeons work long hours, so ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvslimmold_slime_mold_smarts?e=6|*|||,NOVA scienceNOW | Slime Mold Smarts,"The amazing slime mold Physarum polycephamum, has neither a brain nor a nervous system, but can still make surprisingly sophisticated decisions. See it at work in this video from NOVA scienceNOW. This single–celled life form, known as a protist, explores the world with its tendrils. When it finds food, ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvslthmoth_poop_eating_sloth_moths?e=7|*|||,Gross Science | Poop-Eating Sloth Moths,"Learn about the ecosystem living in the fur of the Central American sloth, in this episode of Gross Science from NOVA. Sloths are covered by green symbiotic algae, which keeps the sloths camouflaged in the trees where they live, and may provide nutrition for them. Within their fur live moths, which wait ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvsptime_the_spacetime_lemonade_stand_nova?e=8|*|||,The Spacetime Lemonade Stand | NOVA,"Would summer be complete without hot days, lemonade stands, and...cosmology? We asked people near the MIT campus to explain spacetime in exchange for free lemonade in this video from NOVA Online.",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvsulzer_the_secret_life_of_dave_sulzer?e=9|*|||,The Secret Life of Scientists & Engineers | Dave Sulzer,"Meet neuroscientist Dave Sulzer in these videos from NOVA's ""The Secret Life of Scientists & Engineers."" Dave studies how changes can be made to brain cell communication to make new memories and new skills. He also studies diseases like Parkinson's, drug addiction, schizophrenia, and autism. He is also ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvtomson_the_secret_life_of_steffie_tomson?e=10|*|||,The Secret Life of Scientists & Engineers | Steffie Tomson,"Meet neuroscientist Steffie Tomson in these videos from NOVA's ""The Secret Life of Scientists & Engineers."" Steffie studies synesthesia—a perceptual condition where the senses are blended. Steffie brings a special perspective to her research, since she herself is a synethete. Synesthesia is harmless, ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct14_sci_nvtonguep_the_tongue_eating_parasite?e=11|*|||,Gross Science | The Tongue-Eating Parasite,"Learn about a tongue–eating parasite that infests the mouths of some fish that we eat, in this episode of Gross Science from NOVA. Juveniles enter fish through their gills. A female attaches itself to the base of the tongue, sucking blood until the tongue dies. The parasite continues to suck blood or ...Show More ",PBS LearningMedia,English  2014-06-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct15_sci_meitner_nasa_goddard_meitner?e=12|*|||,Inspiration from Lise Meitner,"Explore Lise Meitner's life, work, and how her discovery of nuclear fission contributed to the field in this interview with Colleen Hartman, a physicist and the Director of NASA's Goddard's Sciences and Exploration Directorate.",PBS LearningMedia,English  2015-07-30
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arct15_sci_nocold_theres_no_such_thing_as_cold?e=13|*|||,There's No Such Thing as Cold | It's Okay to Be Smart,"In this video from It's Okay to Be Smart, learn the difference between heat and temperature, why wind makes us feel colder, and what it's like to live as a mass of jiggling atoms. This is the physics of cold. You've felt cold before. Sometimes it's cold outside. But what if I told you that ""cold"" isn't ...Show More ",PBS LearningMedia,English  2015-10-29
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_are_humans_still_its_okay_to_be_smart_are_humans_still_its_okay_to_be_smart?e=14|*|||,Are Humans Still Evolving? 12 Days of Evolution #11 | It's Okay to Be Smart,Some of the biggest evolution questions finally answered.,PBS LearningMedia,English  2016-10-14
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_argentine_ant_deep_look_argentine_ant_deep_look?e=15|*|||,Winter is Coming for These Argentine Ant Invaders | Deep Look,"Argentine ants are spreading across the globe, eliminating local ants with their take-no-prisoners tactics: invade, dismember, repeat. But this ruthless killer seems to have met its match in the winter ant, a California native with a formidable secret weapon.",PBS LearningMedia,English  2017-01-19
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_arthropod_adaptations_science_how_arthropod_adaptations_science_how?e=16|*|||,Arthropod Adaptations: Inside the Insect Zoo | Smithsonian Science How,"Explore the lives of insects and other arthropods. Meet Dan Babbitt, former Manager of the O. Orkin Insect Zoo and Butterfly Pavilion at the National Museum of Natural History. Join him in looking at insect adaptations in a new light, considering how they eat, how they move, and how they grow. See the ...Show More ",PBS LearningMedia,English  2017-08-17
