Video Link,Title,Description,Content Provider,Language
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_median_and_range_puzzle?e=17|*|||,Median & range puzzlers,Sal solves an interesting median and range challenge problem.,Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_missing_angles_with_a_transversal_hindi?e=18|*|||,Missing angles with a transversal (Hindi),Learn how to find missing angle measurements in a figure with two parallel lines and a transversal.,Khan Academy,Hindi  2018-07-20
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_missing_steps?e=19|*|||,Figuring out missing algebraic step,N/A,Khan Academy,English  2016-02-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_mistakes_in_solving_equations?e=0|*|||,Find the mistake: two-step equations,"When doing algebra, we sometimes make mistakes! It's important to be able to check our own work (and other people's work) for correctness.",Khan Academy,English  2017-03-22
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_mixture_problems_2?e=1|*|||,Linear equation word problem: saline,Sal solves the following word problem: You have 50 ounces of a 25% saline solution. How many ounces of a 10% saline solution must you add to make a solution that is 15% saline?,Khan Academy,English  2016-03-03
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_mixture_problems_3?e=2|*|||,Linear equation word problem: sugary drinks,Sal solves the following problem: Drink A with 40% sugar is mixed with Drink B to obtain Drink C which has 25% sugar. What is the percentage of sugar of Drink B?,Khan Academy,English  2016-03-03
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_modelling_with_one_step_equations_hindi?e=3|*|||,Modelling with one-step equations (Hindi),Learn how to write basic equations to model real-world situations.,Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_monty_hall_problem?e=4|*|||,The Monty Hall problem,"Here we have a presentation and analysis of the famous thought experiment: the ""Monty Hall"" problem! This is fun.",Khan Academy,English  2016-03-03
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_more_complicated_order_of_operations_example?e=5|*|||,Worked example: Order of operations (PEMDAS),Work through a challenging order of operations example with only positive numbers.,Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_more_equivalent_fractions?e=6|*|||,More on equivalent fractions,Sal uses fraction models and multiplication to find equivalent fractions.,Khan Academy,English  2017-03-02
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_more_examples_of_adding_subtracting_polynomials_hindi?e=7|*|||,More examples of adding & subtracting polynomials (Hindi),N/A,Khan Academy,Hindi  2018-07-23
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_more_fancy_expressions_from_word_problems?e=8|*|||,Writing expressions word problems,Learn how to write expressions with variables to describe situations described in word problems.,Khan Academy,English  2018-06-28
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_more_intuition_on_multiplying_decimals?e=9|*|||,Multiplying decimals: place value,Sal uses an understanding of place value to multiply 2.91x3.2.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_more_involved_multiplying_decimals_example?e=10|*|||,Multiplying challenging decimals,Sometimes multiplying really small decimals (with all those zeros!) can be a little intimidating. Watch as we show you a handy trick to simplify these problems and solve them.,Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_more_on_why_ssa_is_not_a_postulate?e=11|*|||,Why SSA isn't a congruence postulate/criterion,"There are some cases when SSA can imply triangle congruence, but not always. This is why it's not like the other triangle congruence postulates/criteria.",Khan Academy,English  2017-03-02
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_more_percent_problems?e=12|*|||,More percent problems,Slightly harder percent problems,Khan Academy,English  2016-02-18
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_movie_ticket_proportionality?e=13|*|||,Proportional relationships: movie tickets,"When going to the movies, is the price you pay proportional to the number of tickets you buy?",Khan Academy,English  2017-03-22
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplication_as_scaling?e=14|*|||,Multiplication as scaling with fractions,"Sal compares the following expressions by thinking about multiplication as scaling: 2/3x7/8, 8/7x2/3, and (5x2)/(3x5)",Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplication_as_scaling_with_fractions_hindi?e=15|*|||,Multiplication as scaling with fractions (Hindi),"Anmol compares the following expressions by thinking about multiplication as scaling: 2/3x7/8, 8/7x2/3, and (5x2)/(3x5).",Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplication_of_a_fraction_with_whole_number_number_line_hindi?e=16|*|||,Multiplication of a fraction with whole number: number line (Hindi),Anmol talks about visualising multiplication of a fraction with whole number on a number line.,Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_2_fractions_examples_hindi?e=17|*|||,Multiplying 2 fractions: examples (Hindi),"How to multiply fractions? The first step when multiplying fractions is to multiply the two numerators. The second step is to multiply the two denominators. Finally, simplify the new fractions. The fractions can also be simplified before multiplying by factoring out common factors in the numerator and ...Show More ",Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_2_fractions_fraction_model_hindi?e=18|*|||,Multiplying 2 fractions: fraction model (Hindi),Anmol uses a fraction model to multiply fractions.,Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_2_fractions_number_line_hindi?e=19|*|||,Multiplying 2 fractions: number line (Hindi),Anmol uses a number line to multiply fractions.,Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_a_fraction_by_a_fraction?e=0|*|||,Intro to multiplying 2 fractions,Sal introduces multiplying 2 fractions.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_and_dividing_in_scientific_notation?e=1|*|||,Multiplying & dividing in scientific notation,Learn how to simplify a multiplication and division expression using scientific notation. The expression in this problem is (7 * 10^5) / ((2 * 10^-2)(2.5 * 10^9)).,Khan Academy,English  2017-03-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_and_dividing_negative_numbers?e=2|*|||,Multiplying and dividing negative numbers,Sal explains multiplying and dividing positive and negative numbers.,Khan Academy,English  2018-12-22
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_and_dividing_negative_numbers_hindi?e=3|*|||,Multiplying and dividing negative numbers (Hindi),Anmol explains multiplying and dividing positive and negative numbers.,Khan Academy,Hindi  2018-07-13
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_and_dividing_powers_with_integer_exponents?e=4|*|||,Multiplying & dividing powers (integer exponents),"For any base a and any integer exponents n and m, aⁿ⋅aᵐ=aⁿ⁺ᵐ. For any nonzero base, aⁿ/aᵐ=aⁿ⁻ᵐ. These are worked examples for using these properties with integer exponents.",Khan Academy,English  2019-01-03
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_challenging_decimals_hindi?e=5|*|||,Multiplying challenging decimals (Hindi),Sometimes multiplying really small decimals (with all those zeros!) can be a little intimidating. Watch as we show you a handy trick to simplify these problems and solve them.,Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_decimals_place_value_hindi?e=6|*|||,Multiplying decimals: place value (Hindi),Anmol uses an understanding of place value to multiply 2.91x3.2.,Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_fractions?e=7|*|||,Multiplying 2 fractions: 5/6 x 2/3,"How to multiply fractions? The first step when multiplying fractions is to multiply the two numerators. The second step is to multiply the two denominators. Finally, simplify the new fractions. The fractions can also be simplified before multiplying by factoring out common factors in the numerator and ...Show More ",Khan Academy,English  2017-04-25
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_fractions_and_whole_numbers?e=8|*|||,Multiplying unit fractions and whole numbers,Sal multiplies 1/2 x 5 using repeated addition and fraction models.,Khan Academy,English  2017-08-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_fractions_and_whole_numbers_visually_hindi?e=9|*|||,Multiplying fractions and whole numbers visually (Hindi),Anmol gives a visual explanation of multiplying a fraction and a whole number.,Khan Academy,Hindi  2018-07-18
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_fractions_word_problem?e=10|*|||,Multiplying fractions word problem: muffins,Sal solves a word problem by multiplying 2 fractions.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_fractions_word_problem_1?e=11|*|||,Multiplying fractions word problem: pumpkin pie,Oops! Someone tried to solve this problem and made a mistake. See if you can spot the error.,Khan Academy,English  2016-08-15
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_fractions_word_problem_4?e=12|*|||,Multiplying fractions word problem: laundry,Sal solves a word problem by multiplying 2 fractions.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_fractions_word_problem_5?e=13|*|||,Multiplying fractions word problem: bike,Sal solves a word problem by multiplying a fraction by a mixed number.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_fractions_word_problem_bike_hindi?e=14|*|||,Multiplying fractions word problem: bike (Hindi),Anmol solves a word problem by multiplying a fraction by a mixed number.,Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_fractions_word_problem_laundry_hindi?e=15|*|||,Multiplying fractions word problem: laundry (Hindi),Anmol solves a word problem by multiplying 2 fractions.,Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_fractions_word_problem_pumpkin_pie_hindi?e=16|*|||,Multiplying fractions word problem: pumpkin pie (Hindi),Multiplying fractions: word problem in Hindi.,Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_fractions_word_problem_sweet_dish_hindi?e=17|*|||,Multiplying fractions word problem: sweet dish (Hindi),Anmol solves a word problem by multiplying 2 fractions.,Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_in_scientific_notation?e=18|*|||,Multiplying three numbers in scientific notation,Multiplying really big or really small numbers is much easier when using scientific notation. This video gives an example of multiplying three numbers that are written in scientific notation.,Khan Academy,English  2017-03-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_mixed_numbers?e=19|*|||,Multiplying mixed numbers,Sal introduces multiplying mixed numbers.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_mixed_numbers_hindi?e=0|*|||,Multiplying mixed numbers (Hindi),Anmol introduces multiplying mixed numbers.,Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_multiples_of_powers_of_10?e=1|*|||,Multiplying multiples of powers of 10,Learn how to multiply (9 * 10^9) (-2 * 10^-3).,Khan Academy,English  2017-03-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_negative_and_positive_fractions?e=2|*|||,Multiplying positive and negative fractions,See examples of multiplying and dividing fractions with negative numbers.,Khan Academy,English  2017-03-22
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_negative_real_numbers?e=3|*|||,Multiplying numbers with different signs,Find the product of numbers with different signs.,Khan Academy,English  2018-12-22
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_numbers_with_different_signs_hindi?e=4|*|||,Multiplying numbers with different signs (Hindi),Find the product of numbers with different signs.,Khan Academy,Hindi  2018-07-13
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_positive_and_negative_numbers?e=5|*|||,Multiplying positive & negative numbers,Learn some rules of thumb for multiplying positive and negative numbers.,Khan Academy,English  2017-03-22
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_positive_negative_numbers_hindi?e=6|*|||,Multiplying positive & negative numbers (Hindi),Learn some rules of thumb for multiplying positive and negative numbers.,Khan Academy,Hindi  2018-07-13
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_unit_fractions_and_whole_numbers_hindi?e=7|*|||,Multiplying unit fractions and whole numbers (Hindi),Anmol multiplies 1/2 x 5 using repeated addition and fraction models.,Khan Academy,Hindi  2018-07-18
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multistep_word_problems_example_1?e=8|*|||,Rational number word problem: school report,First visualize this word problem then use subtraction and multiplication of decimals and fractions to get at the answer.,Khan Academy,English  2018-12-22
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multistep_word_problems_example_2?e=9|*|||,Rational number word problem: cosmetics,Remember units of measurement? Convert minutes into hours and put your knowledge of fractions to work in this word problem.,Khan Academy,English  2018-12-22
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multistep_word_problems_example_3?e=10|*|||,Rational number word problem: cab,Budgeting money is one of the most valuable math skills you'll learn. Practice with us as we figure out how much money is left after a cab fare.,Khan Academy,English  2017-03-22
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_negative_exponent_intuition?e=11|*|||,Negative exponent intuition,Intuition on why a^-b = 1/(a^b) (and why a^0 =1),Khan Academy,English  2017-03-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_negative_exponents?e=12|*|||,Negative exponents,Learn how to rewrite expressions with negative exponents as fractions with positive exponents.,Khan Academy,English  2017-03-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_negative_number_practice?e=13|*|||,Addition & subtraction: find the missing value (part 1 of 2),Sal solves some missing value problems: -1 = 7 - __ and -10 + __ = -5 and 4 = -2 + __ and 6 + __ = -8,Khan Academy,English  2017-03-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_negative_number_word_problems_1?e=14|*|||,Negative number word problem: temperatures,Use a number line to solve a word problem that includes a negative number.,Khan Academy,English  2017-03-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_negative_signs_in_numerators_and_denominators?e=15|*|||,Negative signs in fractions,Sal finds equivalent expressions to -g/h.,Khan Academy,English  2017-03-22
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_negative_symbol_as_opposite?e=16|*|||,Negative symbol as opposite,Sal explains more challenging opposites like -(-3).,Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_nets_of_polyhedra?e=17|*|||,Intro to nets of polyhedra,"Admittedly, ""nets of polyhedra"" sounds like the title of a bad sci-fi movie about man-eating, multi-headed fish. But in reality, nets of polyhedra are just 2D objects that wrap around 3D objects, like wrapping paper around presents.",Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_number_line_3_exercise_example?e=18|*|||,Missing numbers on the number line examples,"Given a few negative numbers on a number line, let's see if we can determine what negative numbers are elsewhere on the number line.",Khan Academy,English  2018-03-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_one_step_add_subtraction_equations_fractions_decimals_hindi?e=19|*|||,One-step add & subtraction equations: fractions & decimals (Hindi),Learn how to solve one-step addition and subtraction equations that have fractions and decimals in them.,Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_one_step_addition_subtraction_equations_hindi?e=0|*|||,One-step addition & subtraction equations (Hindi),Learn how to solve one-step addition and subtraction equations by adding or subtracting the same thing from both sides of the equation.,Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_one_step_division_equations_example_hindi?e=1|*|||,One-step division equations-example (Hindi),One-step division equations-example in Hindi,Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_one_step_division_equations_hindi?e=2|*|||,One-step division equations (Hindi),"Let's ease into this, shall we? Here's an introduction to basic algebraic equations of the form ax=b. Remember that you can check to see if you have the right answer by substituting it for the variable!",Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_one_step_equation_intuition?e=3|*|||,One-step equations intuition,This equation can be simplified through a single step to solve for the variable. Can you help?,Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_one_step_equations_intuition_hindi?e=4|*|||,One-step equations intuition (Hindi),This equation can be simplified through a single step to solve for the variable. Can you help?,Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_one_step_equations_word_problem_super_swimming_2_of_2_hindi?e=5|*|||,One-step equations word problem: super swimming (2 of 2) (Hindi),"If you're coming to this video before seeing the previous one, back up! Otherwise, we're solving one-step equations to learn which Super Plan is the best value for our budget.",Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_one_step_equations_word_problem_super_yoga_1_of_2_hindi?e=6|*|||,One-step equations word problem: super swimming (1 of 2) (Hindi),"Using information from the Super swimming word problem, explore all the possible combinations and create equations which express the possibilities. Let's figure out which plan is best!",Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_one_step_inequalities?e=7|*|||,One-step inequality involving addition,One-Step Inequalities,Khan Academy,English  2018-03-25
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_one_step_inequalities_2?e=8|*|||,One-step inequalities: -5c ≤ 15,"In addition to solving the inequality, we'll graph the solution. Remember to swap if you mutiply both sides of the inequality by a negative number.",Khan Academy,English  2017-03-22
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_one_step_multiplication_and_division_equations_with_fractions?e=9|*|||,One-step multiplication & division equations: fractions & decimals,Learn how to solve equations in one step by multiplying or dividing a number from both sides. These problems involve decimals and fractions.,Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_one_step_multiplication_equations_hindi?e=10|*|||,One-step multiplication equations (Hindi),"Remember that what you do to one side, you have to do to the other. Will you multiply or divide both sides to dump the fraction, x/a? Let's do it together.",Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_one_step_multiply_divide_equations_fractions_decimals_hindi?e=11|*|||,One-step multiplication & division equations: fractions & decimals (Hindi),Learn how to solve equations in one step by multiplying or dividing a number from both sides. These problems involve decimals and fractions.,Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_one_step_subtraction_equations_hindi?e=12|*|||,One-step subtraction equations (Hindi),Learn how to solve this equation: a + 5 = 54,Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_order_doesn_t_matter_when_purely_multiplying?e=13|*|||,Properties of multiplication,Sal uses pictures and practice problems to see commutativity and associativity in multiplication.,Khan Academy,English  2017-03-02
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_order_of_operations_1?e=14|*|||,Order of operations example,Simplify this tricky expression using the order of operations. Expression include negative numbers and exponents.,Khan Academy,English  2017-03-22
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_ordering_negative_numbers?e=15|*|||,Ordering negative numbers,"Sal puts -25, -30, -7, -10, and -40 in order from least to greatest.",Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_ordering_numeric_expressions_dup_3?e=16|*|||,Ordering numeric expressions,"Ordering numbers expressed as decimals, fractions, and percentages.",Khan Academy,English  2018-01-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_ordering_rational_numbers?e=17|*|||,Ordering rational numbers,"Sal puts 7/3, -5/2, 0, -2, -12/4, -3.25 in order from least to greatest.",Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_ordering_triangle_sides_and_angles?e=18|*|||,Ordering triangle sides and angles example,"Sal first solves a problem where he orders the sides of a triangle given the angles, then solves a problem where he orders the angles of a triangle given the sides.",Khan Academy,English  2018-05-03
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_orders_of_magnitude_exercise_example_1?e=19|*|||,Orders of magnitude exercise example 1,N/A,Khan Academy,English  2018-01-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_orders_of_magnitude_exercise_example_2?e=0|*|||,Orders of magnitude exercise example 2,N/A,Khan Academy,English  2018-01-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_other_triangle_congruence_postulates?e=1|*|||,Triangle congruence postulates/criteria,"Sal introduces and justifies the SSS, SAS, ASA and AAS postulates for congruent triangles. He also shows that AAA is only good for similarity. For SSA, better to watch next video.",Khan Academy,English  2017-05-04
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_parallel_perpendicular_lines_hindi?e=2|*|||,Parallel & perpendicular lines (Hindi),Parallel lines are lines in a plane that are always the same distance apart. Parallel lines never intersect. Perpendicular lines are lines that intersect at a right (90 degrees) angle.,Khan Academy,Hindi  2018-09-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_partial_circle_area_and_arc_length?e=3|*|||,Partial circle area and arc length,Sal finds the area of a semicircle and the arc length of a partial circle.,Khan Academy,English  2017-05-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_parts_of_a_circle?e=4|*|||,Labeling parts of a circle,"Radius, diameter, center, and circumference--all are parts of a circle. Let's go through each and understand how they are defined.",Khan Academy,English  2017-03-18
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_patterns_in_zeros_exercise?e=5|*|||,Exponents and powers of 10 patterns,"Now that we understand how to interpret an exponent and how the patterns in zeros are related to the exponent, we can solve more complicated problems!",Khan Academy,English  2017-03-06
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_percent_from_fraction_models?e=6|*|||,Percents from fraction models,Percent from fraction models,Khan Academy,English  2017-11-13
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_percent_word_problem_examples?e=7|*|||,Percent word problem: magic club,Sal solves percent word problems including percent comparisons and percent of change.,Khan Academy,English  2017-11-14
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_percent_word_problems?e=8|*|||,Percent word problem: recycling cans,"It's nice to practice conversion problems, but how about applying our new knowledge of percentages to a real life problem like recycling? Hint: don't forget your long division!",Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_percent_word_problems_1_example_2?e=9|*|||,Percent word problem: penguins,You're given the percent in this example and asked to find the whole number represented by the percent.,Khan Academy,English  2018-03-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_perimeter_and_area_basics?e=10|*|||,Perimeter & area,Perimeter is the distance around the outside of a shape. Area measures the space inside a shape. Learn how to calculate perimeter and area for various shapes.,Khan Academy,English  2016-09-29
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_perimeter_and_area_of_a_non_standard_polygon?e=11|*|||,Perimeter & area of composite shapes,Sal finds perimeter and area of a non-standard polygon.,Khan Academy,English  2016-08-04
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_perimeter_and_area_of_composite_shapes_hindi?e=12|*|||,Perimeter and area of composite shapes (Hindi),Anmol finds perimeter and area of a non-standard polygon.,Khan Academy,Hindi  2018-07-23
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_perimeter_and_unit_conversion?e=13|*|||,Perimeter and unit conversion,Sal converts metric unit to help solve a perimeter problem.,Khan Academy,English  2016-08-15
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_pie_splitting?e=14|*|||,Find measure of angles word problem,Solve this word problem to find the measure of angles. In this example you'll split up a pie (don't forget to share!),Khan Academy,English  2017-03-18
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_plot_ordered_pairs?e=15|*|||,Plotting a point (ordered pair),We're plotting an ordered pair on the x (horizontal) axis and y (vertical) axis of the coordinate plane.,Khan Academy,English  2017-05-04
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_plotting_inequalities_on_a_number_line?e=16|*|||,Plotting inequalities,"To plot an inequality, such as x>3, on a number line, first draw a circle over the number (e.g., 3). Then if the sign includes equal to (≥ or ≤), fill in the circle. If the sign does not include equal to (> or <), leave the circle unfilled in. Finally, draw a line going from the circle in the direction ...Show More ",Khan Academy,English  2018-08-16
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_points_after_rotation?e=17|*|||,Rotating shapes,"Sal is given a triangle on the coordinate plane and the definition of a rotation about the origin, and he manually draws the image of that rotation.",Khan Academy,English  2017-03-02
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_points_on_a_number_line?e=18|*|||,Decimals & fractions on the number line,We're mixing it up by placing both fractions and decimals on the same number line. Great practice because you need to move effortlessly between the two.,Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_points_on_line_of_reflection?e=19|*|||,Determining reflections (advanced),"Sal is given two line segments on the coordinate plane, and determines the reflection that maps one of them into the other.",Khan Academy,English  2017-10-13
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_points_on_the_coordinate_plane?e=0|*|||,Finding the point not graphed,"Some of the given ordered pairs are already graphed on the coordinate pane in this example, but not all of them. Can you tell which haven't?",Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_polynomial_subtraction_hindi?e=1|*|||,Polynomial subtraction (Hindi),Anmol subtracts (-2x²+4x-1) from (6x²+3x-9),Khan Academy,Hindi  2018-07-23
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_polynomials_review_hindi?e=2|*|||,Polynomials review (Hindi),"Quickly review what polynomials are, common related terms (e.g. degree, coefficient, binomial, etc.), addition & subtraction of polynomials, and modeling area with polynomials.",Khan Academy,Hindi  2018-07-23
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_possible_transformations_example?e=3|*|||,Identifying type of transformation,"Sal is given information about a transformation in terms of a few pairs of points and their corresponding images, and he determines what kind of transformation it can be.",Khan Academy,English  2017-03-02
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_powers_of_0_hindi?e=4|*|||,Powers of 0 (Hindi),"Any non-zero number to the zero power equals one. Zero to any positive exponent equals zero. So, what happens when you have zero to the zero power?",Khan Academy,Hindi  2018-07-23
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_powers_of_1_and_1?e=5|*|||,1 and -1 to different powers,Use odd and even rules to determine the sign of an exponential expression.,Khan Academy,English  2018-04-20
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_powers_of_fractions?e=6|*|||,Powers of fractions,"Just like whole numbers with exponents, fractions are repeatedly multiplied. If you know how to multiply fractions, you're over half way there.",Khan Academy,English  2017-03-07
