Video Link,Title,Description,Content Provider,Language
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_reading_bar_graph_examples?e=14|*|||,Reading bar graphs: dog bones,Sal reads and interprets bar graphs.,Khan Academy,English  2016-03-02
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_reading_bar_graphs?e=15|*|||,Reading bar graphs,Reading Bar Graphs.,Khan Academy,English  2018-01-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_reading_bar_graphs_bikes_hindi?e=16|*|||,Reading bar graphs: bikes (Hindi),Supriya reads and interprets bar graphs.,Khan Academy,Hindi  2018-09-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_reading_bar_graphs_dog_bones_hindi?e=17|*|||,Reading bar graphs: dog bones (Hindi),Supriya reads and interprets bar graphs.,Khan Academy,Hindi  2018-09-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_reading_box_and_whisker_plots?e=18|*|||,Reading box plots,"Is this some kind of cute cat video? No! Box and whisker plots seek to explain data by showing a spread of all the data points in a sample. The ""whiskers"" are the two opposite ends of the data. This video is more fun than a handful of catnip.",Khan Academy,English  2018-09-06
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_reading_pictographs?e=19|*|||,Reading pictographs,Common sense tells you that a pictograph must be some kind of....picture. Yes! A pictograph is basically a way to represent data with pictures that relate to the data. Let's look at this word problem that asks to interpret a pictograph.,Khan Academy,English  2018-01-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_reading_pie_graphs_circle_graphs?e=0|*|||,Reading pie graphs (circle graphs),Reading Pie Graphs (Circle Graphs),Khan Academy,English  2016-02-18
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_real_world_situations_with_inequalities?e=1|*|||,Inequalities word problems,Learn how to write inequalities to model real-world situation.,Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_recog_triangles_example?e=2|*|||,Worked example: Classifying triangles,"Work through sample problems categorizing triangles as scalene, isosceles, equilateral, acute, right, or obtuse.",Khan Academy,English  2017-03-03
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_recognizing_angle_hindi?e=3|*|||,Recognizing angles (Hindi),"Supriya identifies acute, obtuse, and right angles in diagrams and pictures.",Khan Academy,Hindi  2018-09-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_recognizing_common_3d_shapes?e=4|*|||,Recognizing common 3D shapes,"Sal identifies the following 3D shapes: square pyramid, rectangular prism, triangular prism, cylinder, and cone.",Khan Academy,English  2017-05-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_recognizing_common_3d_shapes_hindi?e=5|*|||,Recognizing common 3D shapes (Hindi),"Supriya identifies the following 3D shapes: square pyramid, rectangular prism, triangular prism, cylinder, and cone.",Khan Academy,Hindi  2018-09-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_recognizing_divisibility?e=6|*|||,Recognizing divisibility,Recognizing Divisibility.,Khan Academy,English  2018-01-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_recognizing_divisibility_hindi?e=7|*|||,Recognizing divisibility (Hindi),Recognizing Divisibility.,Khan Academy,Hindi  2018-09-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_recognizing_fractions_greater_than_1_hindi?e=8|*|||,Recognizing fractions greater than 1 (Hindi),Supriya uses fraction models to identify a fraction greater than 1.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_recognizing_prime_and_composite_numbers_hindi?e=9|*|||,Recognizing prime and composite numbers (Hindi),"Can you recognize the prime numbers in this group of numbers? Which are prime, composite, or neither?",Khan Academy,Hindi  2018-09-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_recognizing_prime_numbers?e=10|*|||,Recognizing prime and composite numbers,"Can you recognize the prime numbers in this group of numbers? Which are prime, composite, or neither?",Khan Academy,English  2017-03-03
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_recognizing_shapes_hindi?e=11|*|||,Recognizing shapes (Hindi),Recognizing shapes.,Khan Academy,Hindi  2018-09-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_redistributing_trail_mix?e=12|*|||,Line plot distribution: trail mix,Sal uses different bags of trail mix to find the amount of trail mix each bag would contain if the total amount in all the bags were redistributed equally.,Khan Academy,English  2017-03-06
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_reflecting_across_two_lines?e=13|*|||,Finding a quadrilateral from its symmetries (example 2),"Two of the points that define a certain quadrilateral are (-4,-2) and (0,5). The quadrilateral has a reflective symmetry over the lines y=x/2 and y=-2x+5. Draw and classify the quadrilateral.",Khan Academy,English  2017-03-02
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_reflecting_points_exercise?e=14|*|||,Reflecting points in the coordinate plane,"Just like looking at a mirror image of yourself, but flipped....a reflection point is the mirror point on the opposite side of the axis. Watch this tutorial and reflect :)",Khan Academy,English  2018-07-10
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_regrouping_numbers_intro_various_place_values?e=15|*|||,Regrouping numbers into various place values,Sal regroups 4500 different ways.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_regrouping_whole_number_place_values?e=16|*|||,Regrouping whole number place values,Lindsay regroups whole numbers by their place values.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_relationships_between_patterns?e=17|*|||,Graphing patterns on coordinate plane,Sal completes a pattern using a table and then graphs the results on a coordinate plane.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_representing_1_as_a_fraction_hindi?e=18|*|||,Representing 1 as a fraction (Hindi),Supriya uses fraction models and a number line to represent 1 as a fraction.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_representing_a_number_as_a_decimal_percent_and_fraction?e=19|*|||,Converting percents to decimals & fractions example,Sal writes 18% as a decimal and as a fraction.,Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_representing_a_relationship_with_a_simple_equation?e=0|*|||,Representing a relationship with an equation,"Equations are about relationships (no, not girlfriends and boyfriends!) between the two sides of the equation. Let's again use a scale example to help us understand.",Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_rewriting_decimals_as_fractions_015_hindi?e=1|*|||,Rewriting decimals as fractions: 0.15 (Hindi),"Decimals can be written in fraction form. To convert a decimal to a fraction, place the decimal number over its place value. For example, in 0.6, the six is in the tenths place, so we place 6 over 10 to create the equivalent fraction, 6/10. If needed, simplify the fraction",Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_rewriting_decimals_as_fractions_036_hindi?e=2|*|||,Rewriting decimals as fractions: 0.36 (Hindi),Supriya converts 0.36 to a fraction.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_rewriting_decimals_as_fractions_08_hindi?e=3|*|||,Rewriting decimals as fractions: 0.8 (Hindi),Supriya converts 0.8 to a fraction.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_rewriting_improper_fractions_as_mixed_numbers_hindi?e=4|*|||,Rewriting improper fractions as mixed numbers (Hindi),Supriya rewrite 7/4 as a mixed number.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_rewriting_mixed_numbers_as_improper_fractions_hindi?e=5|*|||,Rewriting mixed numbers as improper fractions (Hindi),Supriya rewrites 5 1/4 as an improper fraction.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_roman_numerals_worked_example_class_6_india_khan_academy?e=6|*|||,Roman numerals worked example,Let's look at an example of how to convert a number from the usual Hindu-Arabic numerals to Roman numerals.,Khan Academy,English  2018-04-25
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_roman_numerals_worked_example_hindi?e=7|*|||,Roman numerals worked example (Hindi),Let's look at an example of how to convert a number from the usual Hindu-Arabic numerals to Roman numerals.,Khan Academy,Hindi  2018-09-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_rotating_2d_shapes_in_3d?e=8|*|||,Rotating 2D shapes in 3D,"If you rotate a 2D shape about an axis, the shape will define a 3D object. Watch Sal rotating various 2D shapes and see what 3D objects he gets!",Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_rounding_to_nearest_100_hindi?e=9|*|||,Rounding to nearest 100 (Hindi),Learn to use a number line to round 3-digit numbers to the nearest hundred.,Khan Academy,Hindi  2018-09-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_rounding_to_nearest_10_and_100_hindi?e=10|*|||,Rounding to nearest 10 and 100 (Hindi),Learn to round up to 4-digit numbers to the nearest ten and hundred.,Khan Academy,Hindi  2018-09-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_rounding_to_nearest_10_hindi?e=11|*|||,Rounding to nearest 10 (Hindi),Learn to use a number line to round 2-digit numbers to the nearest ten.,Khan Academy,Hindi  2018-09-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_rounding_to_nearest_ten_hundred_and_thousand?e=12|*|||,Rounding whole numbers word problems,"Sal solves word problems by rounding whole numbers to the nearest ten, hundred, or thousand.",Khan Academy,English  2018-01-08
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_rounding_whole_numbers_1?e=13|*|||,Rounding whole numbers to nearest hundred,"Sal rounds 24,259 to the nearest hundred.",Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_rounding_whole_numbers_2?e=14|*|||,Rounding whole numbers to nearest thousand,"Sal rounds 423,275 to the nearest thousand.",Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_rounding_whole_numbers_3?e=15|*|||,Rounding whole numbers to nearest ten,Sal rounds 1585 to the nearest ten.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_rounding_whole_numbers_missing_digit?e=16|*|||,Rounding whole numbers: missing digit,Lindsay finds the missing digit in an estimation problem by using a number line.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_rounding_whole_numbers_missing_digit_hindi?e=17|*|||,Rounding whole numbers: missing digit (Hindi),Supriya finds the missing digit in an estimation problem by using a number line.,Khan Academy,Hindi  2018-09-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_rounding_whole_numbers_to_nearest_hundred_hindi?e=18|*|||,Rounding whole numbers to nearest hundred (Hindi),"Supriya rounds 24,259 to the nearest hundred.",Khan Academy,Hindi  2018-09-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_rounding_whole_numbers_to_nearest_ten_hindi?e=19|*|||,Rounding whole numbers to nearest ten (Hindi),Supriya rounds 1585 to the nearest ten.,Khan Academy,Hindi  2018-09-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_rounding_whole_numbers_to_nearest_thousand_hindi?e=0|*|||,Rounding whole numbers to nearest thousand (Hindi),"Supriya rounds 4,23,275 to the nearest thousand.",Khan Academy,Hindi  2018-09-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_rounding_whole_numbers_word_problems_hindi?e=1|*|||,Rounding whole numbers word problems (Hindi),"Supriya solves word problems by rounding whole numbers to the nearest ten, hundred, or thousand.",Khan Academy,Hindi  2018-09-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_scale_drawing_centimeters_to_kilometers_hindi?e=2|*|||,Scale drawing: centimeters to kilometers (Hindi),Supriya uses ratios to figure out how far apart two cities should be on a map.,Khan Academy,Hindi  2018-09-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_scalene_isosceles_equilateral_acute_right_obtuse?e=3|*|||,Classifying triangles,"Learn to categorize triangles as scalene, isosceles, equilateral, acute, right, or obtuse.",Khan Academy,English  2017-03-03
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_scalene_isosceles_equilateral_from_angle?e=4|*|||,Classifying triangles by angles,You say you can't categorize a triangle because you don't know the length of the sides. Guess what? If you know the size of the angles you can!,Khan Academy,English  2017-03-03
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_seeing_circle_similarity_through_translation_and_dilation?e=5|*|||,Proof: all circles are similar,Watch Sal informally prove that all circles are similar by showing how we can translate then dilate any circle onto another.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_sequence_relationship_example?e=6|*|||,Graphing sequence relationships,Sal plots ordered pairs based on sequence relationships.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_shapes_of_distributions?e=7|*|||,Shapes of distributions,"Some distributions are symmetrical, with data evenly distributed about the mean. Other distributions are ""skewed,"" with data tending to the left or right of the mean. We sometimes say that skewed distributions have ""tails.""",Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_simple_equations?e=8|*|||,One-step division equations,"Let's ease into this, shall we? Here's an introduction to basic algebraic equations of the form ax=b. Remember that you can check to see if you have the right answer by substituting it for the variable!",Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_solving_for_the_missing_fraction?e=9|*|||,Solving for the missing fraction,Sal solves missing fraction problems like __ + 1/16 = 3/2.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_solving_for_the_missing_fraction_hindi?e=10|*|||,Solving for the missing fraction (Hindi),Supriya solves missing fraction problems like __ + 1/16 = 3/2.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_solving_one_step_equations?e=11|*|||,One-step subtraction equations,Learn how to solve this equation: a + 5 = 54,Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_solving_one_step_equations_2?e=12|*|||,One-step multiplication equations,"Remember that what you do to one side, you have to do to the other. Will you multiply or divide both sides to dump the fraction, x/a? Let's do it together.",Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_solving_percent_problems?e=13|*|||,Solving percent problems,We'll use algebra to solve this percent problem.,Khan Academy,English  2018-03-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_solving_percent_problems_2?e=14|*|||,Percent word problem: 100 is what percent of 80?,This word problem is expressed simply which can be confusing to some. Take your time and focus on the what is being asked for.,Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_solving_percent_problems_3?e=15|*|||,Percent word problem: 78 is 15% of what number?,"In this example, you working with us to find the number that is expressed as a given percentage. We'll create a simple algebraic equation to solve!",Khan Academy,English  2018-03-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_solving_problems_with_bar_graphs_2?e=16|*|||,Reading bar graphs: bikes,Sal reads and interprets bar graphs.,Khan Academy,English  2016-03-02
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_solving_problems_with_pictographs_2_hindi?e=17|*|||,Solving problems with pictographs 2 (Hindi),Supriya uses picture graphs to solve word problems.,Khan Academy,Hindi  2018-09-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_solving_ratio_problems_with_tables_exercise?e=18|*|||,Solving ratio problems with tables,"We're displaying ratios in a table format here, and then asking: given a ratio, solve for equivalent ratios. Here are a few examples to practice on.",Khan Academy,English  2017-12-06
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_solving_ratio_problems_with_tables_exercise_3?e=19|*|||,Solving ratio problems with graph,In this example we'll plot points on the x and y axis to reflect the given ratios.,Khan Academy,English  2018-01-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_solving_ratio_problems_with_tables_hindi?e=0|*|||,Solving ratio problems with tables (Hindi),"We're displaying ratios in a table format here, and then asking: given a ratio, solve for equivalent ratios. Here are a few examples to practice on.",Khan Academy,Hindi  2018-09-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_solving_unit_price_problem_hindi?e=1|*|||,Solving unit price problem (Hindi),Maya's Maid Service charges ₹2800 to clean 8 offices. What is the company's price for cleaning a single office?,Khan Academy,Hindi  2018-09-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_solving_unit_rate_problem_hindi?e=2|*|||,Solving unit rate problem (Hindi),Jai takes 3 hours to deliver newspapers on his route. What is the rate per hour at which he delivers the newspapers?,Khan Academy,Hindi  2018-09-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_sorting_absolute_values_on_number_line?e=3|*|||,Placing absolute values on the number line,"Learn how to place - 27 , -17, -28, and 22.4 on the number line.",Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_speed_translation?e=4|*|||,Speed translation,Sal converts feet to inches to help solve a rate problem.,Khan Academy,English  2018-01-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_statistics_intro_mean_median_and_mode?e=5|*|||,"Statistics intro: Mean, median, & mode",The mean (average) of a data set is found by adding all numbers in the data set and then dividing by the number of values in the set. The median is the middle value when a data set is ordered from least to greatest. The mode is the number that occurs most often in a data set.,Khan Academy,English  2017-05-04
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_statistics_the_average?e=6|*|||,Statistics: The average,"Introduction to descriptive statistics and central tendency. Ways to measure the average of a set: median, mean, mode",Khan Academy,English  2016-02-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_strategies_for_subtracting_more_complex_decimals_with_tenths?e=7|*|||,Strategies for subtracting more complex decimals with tenths,"Sal uses place value and decomposing numbers to subtract decimals to the tenths place, such as 2-1.2.",Khan Academy,English  2017-05-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_substitution_with_negative_numbers?e=8|*|||,Substitution with negative numbers,Practice substituting positive and negative values for variables.,Khan Academy,English  2017-03-20
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_subtracting_a_negative_adding_a_positive_hindi?e=9|*|||,Subtracting a negative = adding a positive (Hindi),Find out why subtracting a negative number is the same as adding the absolute value of that number.,Khan Academy,Hindi  2018-07-23
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_subtracting_decimals?e=10|*|||,Subtracting decimals: 9.005 - 3.6,"Just like when add, be sure you align decimals before subtracting.",Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_subtracting_decimals_391_0794_hindi?e=11|*|||,Subtracting decimals: 39.1 - 0.794 (Hindi),"In this example where we subtract decimals we do so up to the thousandths place. It's a little tricky, but not if we do it together.",Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_subtracting_decimals_9005_36_hindi?e=12|*|||,Subtracting decimals: 9.005 - 3.6 (Hindi),"Just like when add, be sure you align decimals before subtracting.",Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_subtracting_decimals_up_to_hundredths?e=13|*|||,Subtracting decimals: 9.57-8.09,"Sal subtracts 9.57-8.09 using ""standard algorithm"".",Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_subtracting_decimals_up_to_thousandths_place?e=14|*|||,Subtracting decimals: 39.1 - 0.794,"In this example where we subtract decimals we do so up to the thousandths place. It's a little tricky, but not if we do it together.",Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_subtracting_decimals_word_problem?e=15|*|||,Adding & subtracting decimals word problem,Let's get fancy and practice adding and subtracting decimals in the same word problem.,Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_subtracting_fractions?e=16|*|||,Subtracting fractions with like denominators,Sal subtracts 8/18-5/18.,Khan Academy,English  2017-03-03
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_subtracting_fractions_with_like_denominators_hindi?e=17|*|||,Subtracting fractions with like denominators (Hindi),Supriya subtracts 8/18-5/18.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_subtracting_fractions_with_unlike_denominators_hindi?e=18|*|||,Subtracting fractions with unlike denominators (Hindi),Supriya subtracts fractions like 4/3 and 1/5.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_subtracting_fractions_with_unlike_denominators_word_problem?e=19|*|||,Subtracting fractions word problem: tomatoes,Sal solves a word problem by subtracting mixed numbers with unlike denominators.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_subtracting_fractions_word_problem_tomatoes_hindi?e=0|*|||,Subtracting fractions word problem: tomatoes (Hindi),Supriya solves a word problem by subtracting mixed numbers with unlike denominators.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_subtracting_mixed_numbers_7_69_3_25_hindi?e=1|*|||,Subtracting mixed numbers: 7 6/9 - 3 2/5 (Hindi),Supriya subtracts 3 2/5 from 7 6/9 by rewriting each mixed number to have a common denominator.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_subtracting_mixed_numbers_with_like_denominators?e=2|*|||,Intro to subtracting mixed numbers,Sal subtracts 2 mixed numbers with common (like) denominators.,Khan Academy,English  2017-03-03
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_subtracting_mixed_numbers_with_regrouping?e=3|*|||,Subtracting mixed numbers with regrouping (unlike denominators),Sal subtracts 17 4/9 - 12 2/3.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_subtracting_mixed_numbers_with_regrouping_unlike_denominators_hindi?e=4|*|||,Subtracting mixed numbers with regrouping (unlike denominators) (Hindi),Supriya subtracts 17 4/9 - 12 2/3.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_subtracting_multi_digit_numbers_with_regrouping?e=5|*|||,"Multi-digit subtraction: 389,002-76,151","Subtract 389,002-76,151 using the standard algorithm.",Khan Academy,English  2017-10-17
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_subtracting_small_fractions_with_unlike_denominators?e=6|*|||,Subtracting fractions with unlike denominators,Sal subtracts fractions like 4/3 and 1/5.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_super_yoga_plans_basic_variables_and_equations?e=7|*|||,Equation word problem: super yoga (1 of 2),"Using information from the Super Yoga word problem, explore all the possible combinations and create equations which express the possibilities. Let's figure out which plan is best!",Khan Academy,English  2018-12-22
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_super_yoga_plans_solving_one_step_equations?e=8|*|||,Equation word problem: super yoga (2 of 2),"If you're coming to this video before seeing the previous one, back up! Otherwise, we're solving one-step equations to learn which Super Plan is the best value for our budget.",Khan Academy,English  2018-12-22
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_surface_area_from_net?e=9|*|||,Surface area using a net: rectangular prism,A polyhedron is a three-dimensional shape that has flat surfaces and straight edges. Learn whether or not a certain net could be folded up into a certain rectangular prism.,Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_surface_area_of_a_box?e=10|*|||,Surface area of a box (cuboid),"Surface area is the sum of the areas of all faces (or surfaces) on a 3D shape. A cuboid has 6 rectangular faces. To find the surface area of a cuboid, add the areas of all 6 faces. We can also label the length (l), width (w), and height (h) of the prism and use the formula, SA=2lw+2lh+2hw, to find the ...Show More ",Khan Academy,English  2017-09-18
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_surface_area_of_a_box_using_nets?e=11|*|||,Surface area of a box using nets,Learn how to find the surface area of cereal box using nets.,Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_surface_area_word_problem_example?e=12|*|||,Surface area word problem example,Sal solves a word problem that involves surface area of a square pyramid.,Khan Academy,English  2017-05-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_taking_a_percentage_example?e=13|*|||,Percent of a whole number,"There are several different ways to solve problems involving percentages, decimals, and fractions. Watch as Sal finds the percentage of a whole number.",Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_terms_labels_in_geometry_hindi?e=14|*|||,Terms & labels in geometry (Hindi),"Learn about geometry terms like point, line, and ray. We will also learn how to label them.",Khan Academy,Hindi  2018-09-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_testing_solutions_to_equation?e=15|*|||,Testing solutions to equations,A solution to an equation makes that equation true. Learn how to test if a certain value of a variable makes an equation true.,Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_testing_solutions_to_inequalities?e=16|*|||,Testing solutions to inequalities,A solution to an inequality makes that inequality true. Learn how to test if a certain value of a variable makes an inequality true.,Khan Academy,English  2018-08-16
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_testing_whether_area_is_proportional_to_side_length?e=17|*|||,Is side length & area proportional?,Sal answers the question by drawing a square and thinking about the relationship between side length and area.,Khan Academy,English  2017-03-22
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_the_beauty_of_algebra?e=18|*|||,The beauty of algebra,Why the abstraction of mathematics is so fundamental.,Khan Academy,English  2016-11-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_the_beauty_of_algebra_hindi?e=19|*|||,The beauty of algebra (Hindi),Why the abstraction of mathematics is so fundamental.,Khan Academy,Hindi  2018-09-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_the_coordinate_plane?e=0|*|||,Points on the coordinate plane examples,"The coordinate plane is a two-dimension surface formed by two number lines. One number line is horizontal and is called the x-axis. The other number line is vertical number line and is called the y-axis. The two axes meet at a point called the origin. We can use the coordinate plane to graph points, ...Show More ",Khan Academy,English  2017-04-06
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_the_distributive_property?e=1|*|||,Distributive property over addition,Learn how to apply the distributive law of multiplication over addition and why it works. This is sometimes just called the distributive law or the distributive property.,Khan Academy,English  2017-03-08
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_the_distributive_property_2?e=2|*|||,Distributive property over subtraction,Learn how to apply the distributive property of multiplication over subtraction and why it works. This is sometimes just called the distributive property or distributive law.,Khan Academy,English  2017-03-08
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_the_why_of_the_3_divisibility_rule?e=3|*|||,The why of the 3 divisibility rule,Why you can add the digits to see if something is divisible by 3,Khan Academy,English  2018-01-09
